ID,API-Type,API-Name,HTTP Method,URI,Decription,Parameters,AmorphousURI,TidyURI,Comment,NonStandardURI,StandarURI,Comment,CRUDyURI,VerblessURI,Comment,UnversionedURI,VersionedURI,Comment,PluralisedNodes,SingularNodes,Comment,NonDescriptiveURI,DescriptiveURI,Comment,ContextlessResource,ContextualResouce,Comment,NonHierarchicalNodes,HierarchicalNodes,Comment,LessCohisiveDoc,CohisiveDoc,Comment,InconsistantDoc,ConsistantDoc,Comment,Type(Public/Private/Partner)
1,REST,Adobe Audience Manager,PUT,/models/{modelId},Updates an algorithmic model.,
2,REST,Adobe Audience Manager,DELETE,/models/{modelId},Deletes an algorithmic model.,
3,REST,Adobe Audience Manager,GET,/models,Returns an array of algorithmic models and their summary.,
4,REST,Adobe Audience Manager,POST,/models,Creates an algorithmic model.,
5,REST,Adobe Audience Manager,GET,/models/{modelId}/processing-history,Returns an array of UNIX time stamps (UTC) of successful data runs for your model.,
6,REST,Adobe Audience Manager,GET,/models/{modelId}/runs/latest/traits,Returns a list of your most influential (accurate) traits for your algorithmic model.,
7,REST,Adobe Audience Manager,GET,/models/{modelId}/runs/latest/stats,Returns accuracy and reach values for your algorithmic model.,
8,REST,Adobe Audience Manager,POST,/models/bulk-delete,Delete multiple algorithmic models with a single operation.,
9,REST,Adobe Audience Manager,GET,/models/limits,Returns a count of the maximum number of algorithmic models you can create.,
10,REST,Adobe Audience Manager,GET,/algorithms/{algoTypeId},"Returns ID, name, and description for the algorithm based on the passed in algoTypeId.",
11,REST,Adobe Audience Manager,GET,/algorithms,"Returns ID, name, and description for the available algorithms.",
12,REST,Adobe Audience Manager,GET,/available-data-feeds/,Gets the 'Available Data Feed' resources for a buyer.,
13,REST,Adobe Audience Manager,GET,/available-data-feeds/{dataSourceId},Gets the data feed from the perspective of the buyer.,
14,REST,Adobe Audience Manager,GET,/available-data-feeds/{dataSourceId}/plans,"Gets the plans which belong to the data feed, from the perspective of the buyer.",
15,REST,Adobe Audience Manager,POST,/available-data-feeds/{dataSourceId}/subscribe,Creates/Updates subscription to an available data feed.,
16,REST,Adobe Audience Manager,POST,/available-data-feeds/{dataSourceId}/requests,Creates a request for an available data feed.,
17,REST,Adobe Audience Manager,GET,/data-feeds/billing-report,Gets the billing report for last month,
18,REST,Adobe Audience Manager,POST,/data-feeds/billing-report,Gets the billing report for last month in CSV format,
19,REST,Adobe Audience Manager,POST,/data-feeds/usage,Inserts impression data for the plan subscription for last month.,
20,REST,Adobe Audience Manager,POST,/data-feeds/bulk-usage,Inserts bulk impression data for multiple plan subscriptions for last month.,
21,REST,Adobe Audience Manager,GET,/destinations/segment-impressions/,Returns all the segments and corresponding impression counts for all destinations,
22,REST,Adobe Audience Manager,PATCH,/destinations/segment-impressions/,Updates the segments and corresponding impression counts for destinations,
23,REST,Adobe Audience Manager,GET,/data-feeds/,Gets the `Data Feed` resources.,
24,REST,Adobe Audience Manager,POST,/data-feeds/,Creates a new `Data Feed`.,
25,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId},Gets the 'Data Feed' resource by the 'Feed ID' or 'Data Source ID'.,
26,REST,Adobe Audience Manager,PUT,/data-feeds/{dataSourceId},Updates the 'Data Feed'.,
27,REST,Adobe Audience Manager,DELETE,/data-feeds/{dataSourceId},Deletes the 'Data Feed' resource by the 'Feed ID' or 'Data Source ID'.,
28,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId}/plans/,Gets the list of plans under a 'Data Feed'.,
29,REST,Adobe Audience Manager,POST,/data-feeds/{dataSourceId}/plans/,Creates a new 'Plan' (also known as rate card) for this 'Data Feed'.,
30,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId}/subscriptions,Gets the list of 'Subscriptions' under a 'Data Feed'.,
31,REST,Adobe Audience Manager,PUT,/data-feeds/{dataSourceId}/subscriptions,Updates the list of 'Subscriptions' under a 'Data Feed'.,
32,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId}/requests/,Gets the list of 'Subscriptions Request' under a 'Data Feed'.,
33,REST,Adobe Audience Manager,POST,/data-feeds/{dataSourceId}/requests/,Creates a 'Subscription' under a 'Data Feed'.,
34,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId}/requests/{requestId},Gets a 'Data Feed Request' with 'requestId'.,
35,REST,Adobe Audience Manager,PUT,/data-feeds/{dataSourceId}/requests/{requestId},Updates an existing 'Data Feed Request'.,
36,REST,Adobe Audience Manager,GET,/data-feeds/{dataSourceId}/potential-subscribers/,Returns the list of potential subscribers for a 'Data Feed'.,
