Response ID,  Q1) What is the purpose of the above endpoint?   [Update the targeting template given advertiser ID and targeting template ID],"Q1UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q1RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand). ",  Q2) What is the purpose of the above endpoint?   [Returns a book information for a specfic id],"Q2UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q2RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q3) What is the purpose of the above endpoint?  [Delete multiple data sources.],"Q3UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q3RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q4) What is the purpose of the above endpoint?  [Create a Venmo payment context.],"Q4UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q4RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q5) What is the purpose of the above endpoint?  [Get the active authentication scheme.],"Q5UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q5RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q6) What does the above endpoint return?  [Returns professor information for a specific  id.],"Q6UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q6RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q7) What does the above endpoint return?  [The name of this resource listed in different languages.],"Q7UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q7RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q8) What is the purpose of the above endpoint?   [Updates an environment.],"Q8UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q8RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q9) What is the purpose of the above endpoint?  [Create new subnets of resources.],"Q9UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q9RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q10) What is the purpose of the above endpoint?   [Fetches a group of records based on arguments.],"Q10UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q10RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q11) What is the purpose of the above endpoint?  [Get fields and edges on an IG Comment.],"Q11UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q11RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q12) What will the above endpoint return?  [Lists the versions of the specified policy and identifies the default version.],"Q12UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q12RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q13) What is the purpose of the above endpoint?  [Allows a developer to create the entire menu for a specific store.],"Q13UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q13RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q14) What is the purpose of the above endpoint?  [Look up a pending enterprise administrator invitation by invitation token.],"Q14UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q14RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q15) What is the purpose of the above endpoint?   [Delete a Pins owned by the 'operation user_account' - or on a group board that has been shared with this account.],"Q15UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q15RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q16) What is the purpose of the above endpoint?   [Returns a player information for a specfic id],"Q16UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q16RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q17) What is the purpose of the above endpoint?  [Delete multiple data sources.],"Q17UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q17RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q18) What is the purpose of the above endpoint?  [Create a Venmo payment context.],"Q18UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q18RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q19) What is the purpose of the above endpoint?  [Get the active authentication scheme.],"Q19UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q19RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q20) What does the above endpoint return?  [Returns professor information for a specific  id.],"Q20UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q20RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q21) What does the above endpoint return?  [A list of the berries with their firmness.],"Q21UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q21RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q22) What is the purpose of the above endpoint?   [Updates an environment.],"Q22UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q22RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q23) What is the purpose of the above endpoint?   [Create new subnets of resources.],"Q23UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q23RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q24) What is the purpose of the above endpoint?   [Fetches a group of records based on arguments.],"Q24UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q24RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q25) What is the purpose of the above endpoint?  [Get fields and edges on an IG Comment.],"Q25UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q25RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  26) What will the above endpoint return?  [Lists the versions of the specified policy and identifies the default version.],"Q26UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q26RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q27) What is the purpose of the above endpoint?  [Allows a developer to create the entire menu for a specific store.],"Q27UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q27RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",  Q28) What is the purpose of the above endpoint?  [Look up a pending enterprise administrator invitation by invitation token.],"Q28UR): Rate the understandability of the purpose of the above endpoint (1 = very easy to understand, 5 = very hard to understand).","Q28RR) Rate the readability of the above endpoint (1 = very easy to understand, 5 = very hard to understand).",Location (Country),Consultant,Software Engineer / Developer,Researcher,Software Architect,Student,Teaching (Professor),Profession [Other],Profession,Both API user and developer,API developer / designer,API user / client developer,Other,Other,Developer Perspective,Years of experience in API development and use. ,Are you familiar with Richardson maturity model? [Yes],Are you familiar with Richardson maturity model? [No],What's the minimum maturity level a Web API needs to be considered RESTful? [1],What's the minimum maturity level a Web API needs to be considered RESTful? [2],What's the minimum maturity level a Web API needs to be considered RESTful? [3],Your perspective on current API design guidelines and practices. ,Do poor linguistic design practices impact the understandability and readability of APIs? ,Do API design practices impact the understandability and readability of APIs? ,Are you happy with the survey design? ,How can we improve our survey design? ,Total time,Group time: Q1 Amorphous,Question time: Amorphous,Question time: AmorphousUNDRating,Question time: AmorphousReadRating,Group time: Q2 Contextless,Question time: Contextless,Question time: ContextlessUNDRating,Question time: ContextReadRating,Group time: Q3 CRUDy,Question time: CRUDy,Question time: CRUDyUNDRating,Question time: CRUDyReadRating,Group time: Q4 Inconsistent,Question time: Inconsistent,Question time: InconUNDRating,Question time: InconReadRating,Group time: Q5 Non-descriptive,Question time: NonDescriptive,Question time: NonDesUNDRating,Question time: NonDesReadRating,Group time: Q6 Non-hierarchical,Question time: NonHierarchical,Question time: NonHierUNDRating,Question time: NonHierReadRating,Group time: Q7 Non-pertinent,Question time: NonPertinent,Question time: NonPerUNDRating,Question time: NonPerReadRating,Group time: Q8 Non-standard,Question time: NonStandard,Question time: NonStdUNDRating,Question time: NonStdReadRating,Group time: Q9 Pluralized,Question time: Pluralized,Question time: PluralizedUNDRating,Question time: PluralizedReadRating,Group time: Q10 Unversioned,Question time: Unversioned,Question time: UnversionedUNDRating,Question time: UnversionReadRating,Group time: Q11 Parameters Tunneling,Question time: ParametersTunneling,Question time: TunnelingUNDRating,Question time: TunnelingReadRating,Group time: 12 Inconsistent Archetype,Question time: InconArchetype,Question time: InconArchetUNDRating,Question time: InconArcheReadRating,Group time: Q13 Identifier Ambiguity,Question time: IdentifierAmbiguity,Question time: AmbiguityUNDRating,Question time: AmbiguityReadRating,Group time: Q14 Flat,Question time: Flat,Question time: FlatUNDRating,Question time: FlatReadRating,Group time: Q15 Tidy,Question time: Tidy,Question time: TidyUNDRating,Question time: TidyReadRating,Group time: Q16 Contextualized,Question time: Contextual,Question time: ContextualUNDRating,Question time: ContextualReadRating,Group time: Q17 Verbless,Question time: Verbless,Question time: VerblessUNDRating,Question time: VerblessReadRating,Group time: Q18 Consistent,Question time: Consistent,Question time: ConsistentUNDRating,Question time: ConsistentReadRating,Group time: Q19 Descriptive,Question time: Descriptive,Question time: DescriptiveUNDRating,Question time: DescriptivReadRating,Group time: Q20 Hierarchical,Question time: Hierarchical,Question time: HierUNDRating,Question time: HierReadRating,Group time: Q21 Pertinent,Question time: Pertinent,Question time: PertinentUNDRating,Question time: PertinentReadRating,Group time: Q22 Standard,Question time: Standard,Question time: StandardUNDRating,Question time: StandardReadRating,Group time: Q23 Singularized ,Question time: Singularized,Question time: SingularizeUNDRating,Question time: SingularizReadRating,Group time: Q24 Versioned,Question time: Versioned,Question time: VersionedUNDRating,Question time: VersionedReadRating,Group time: Q25 Parameters Adherence,Question time: Adherence,Question time: AdherenceUNDRating,Question time: AdherenceReadRating,Group time: Q26 Consistent Resource,Question time: ConResource,Question time: ConResUNDRating,Question time: ConResReadRating,Group time: Q27 Identifier Annotation,Question time: Annotation,Question time: AnnotationUNDRating,Question time: AnnotationReadRating,Group time: Q28 Structured ,Question time: Structured,Question time: StructuredUNDRating,Question time: StructuredReadRating,Group time: General Information,Question time: GQ1,Question time: GQ2,Question time: GQ3,Question time: GQ4,Question time: GQ5,Question time: GQ6,Group time: Closing Section,Question time: CQ1,Question time: CQ2,Question time: CQ3,Question time: CQ4,Question time: CQ5
56,0,4,5,0,5,5,1,5,5,1,5,5,0,5,5,1,5,5,0,5,5,1,5,5,0,5,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,1,5,5,0,5,5,1,5,5,1,5,5,0,5,5,1,5,5,1,5,5,0,5,5,1,5,5,1,5,5,1,5,5,1,5,5,0,5,5,0,5,5,India,0,0,0,0,1,0,0,Student,0,1,0,0,0,API developer / designer,0,0,1,0,1,0,None,Yes,Yes,1,Nothing,1176.19,90.52,,,,15.72,,,,17.88,,,,14.33,,,,24.5,,,,22.14,,,,29.61,,,,27.22,,,,16.46,,,,43.23,,,,11.43,,,,54.68,,,,28.05,,,,179.95,,,,12.21,,,,34.7,,,,110.11,,,,70.9,,,,27.42,,,,125.18,,,,24.38,,,,28.68,,,,10.34,,,,18.44,,,,21.62,,,,9.93,,,,9.29,,,,9.33,,,,61.71,,,,,,,26.23,,,,,
69,1,3,3,1,2,2,0,1,1,0,1,1,0,1,1,0,3,2,0,3,3,0,2,2,1,2,2,1,2,1,0,2,2,0,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,0,2,3,0,2,3,0,2,2,1,2,2,1,2,2,1,2,1,1,2,2,0,2,2,1,2,2,1,2,1,India,0,0,0,0,1,0,0,Student,1,0,0,0,0,Both API user and developer,0,0,1,0,1,0,,yes,yes,1,,637.03,52.02,,,,25.51,,,,20.43,,,,10.38,,,,11.27,,,,21.53,,,,10.54,,,,9.66,,,,12.59,,,,17.63,,,,20.07,,,,12.91,,,,53.2,,,,10.09,,,,9.19,,,,22.65,,,,15.11,,,,9.32,,,,25.18,,,,33.26,,,,61.65,,,,10.92,,,,18.96,,,,14.36,,,,14.68,,,,16.84,,,,16.04,,,,10.51,,,,47.18,,,,,,,23.35,,,,,
73,0,3,1,1,1,1,1,1,1,0,2,2,0,1,1,1,2,2,0,3,3,0,3,3,0,5,5,1,2,2,1,5,5,0,3,3,0,5,5,0,4,4,1,4,4,1,2,2,1,3,3,0,5,5,0,2,2,1,1,1,1,1,1,0,2,2,0,5,5,1,1,1,1,2,2,0,2,2,0,3,3,1,3,3,Ireland,0,1,0,0,0,0,0,Software Engineer / Developer,0,0,0,1,0,Other,0,0,1,1,0,0,,,,1,,612.84,53.53,,,,18.79,,,,15.36,,,,13.25,,,,24.11,,,,19.4,,,,30.82,,,,17.12,,,,30.17,,,,14.88,,,,32.38,,,,26.94,,,,58.64,,,,19.12,,,,15.1,,,,18.5,,,,20.88,,,,12.66,,,,11.88,,,,12.11,,,,13,,,,14.28,,,,9.62,,,,13.82,,,,14.88,,,,11.16,,,,14.09,,,,9.31,,,,40.14,,,,,,,6.9,,,,,
75,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,4,1,1,1,1,2,2,1,1,2,1,2,1,0,1,1,0,1,2,1,2,3,India,0,1,0,0,0,0,0,Software Engineer / Developer,1,0,0,0,0,Both API user and developer,3,0,1,0,1,0,,,,1,,658.77,22.03,,,,11.85,,,,17.89,,,,21.23,,,,29.08,,,,21.7,,,,43.12,,,,12.35,,,,30.04,,,,25.92,,,,41.16,,,,21.21,,,,25.32,,,,19.57,,,,15.17,,,,13.88,,,,21.78,,,,14.42,,,,13.05,,,,19.88,,,,25.91,,,,11.92,,,,15.27,,,,14.3,,,,18.36,,,,14.7,,,,33.27,,,,27.32,,,,44.95,,,,,,,12.12,,,,,
82,0,2,2,1,2,2,0,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,0,3,3,1,3,3,1,3,3,0,3,3,1,3,3,0,3,3,0,3,3,0,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,0,3,3,0,3,3,0,3,3,Pakistan,0,0,0,0,0,0,,No Match,0,0,0,0,1,Other,0,0,1,1,1,1,,,,1,,315.84,34.88,,,,16.45,,,,12.83,,,,6.65,,,,7.43,,,,6.98,,,,13.59,,,,9.58,,,,7.1,,,,14.31,,,,7.63,,,,6.48,,,,6.77,,,,6.18,,,,5.62,,,,6.28,,,,6.24,,,,6.16,,,,5.18,,,,5.11,,,,5.14,,,,9.02,,,,5.52,,,,5.57,,,,5.48,,,,5.81,,,,7.53,,,,9.77,,,,54.99,,,,,,,15.56,,,,,
88,0,4,3,1,1,1,1,2,2,0,3,2,0,3,2,1,1,1,0,5,3,0,3,3,0,4,4,1,3,3,0,3,3,1,1,1,0,3,3,1,2,3,1,3,2,1,1,1,1,2,2,1,1,1,0,2,2,1,1,1,0,4,4,0,3,3,1,3,3,1,3,3,1,3,3,1,2,2,0,3,3,1,2,2,Sweden,0,0,0,0,1,0,0,Student,0,0,1,0,0,API user / client developer,0,0,1,0,0,1,-,"Heavily. Language, grammar and correctness play a huge part in how and API or any software is understood by both the user and other developers. Proper use of ""linguistics"" is paramount.","Yes, one should always strive to simplify all stages of design and improve the abstractions to improve the understandability and readability.",1,"Improve the grammar/design, or ""linguistics"" of the questions with multiple choice answers.",2207.18,586.85,,,,16.23,,,,18.59,,,,27.82,,,,32.18,,,,26.89,,,,44.79,,,,46.48,,,,46.66,,,,31.71,,,,17.05,,,,25.04,,,,26.53,,,,47.02,,,,28.23,,,,10.26,,,,16.89,,,,12.73,,,,14.4,,,,8.9,,,,5.84,,,,7.82,,,,10.74,,,,11.77,,,,15.22,,,,16.35,,,,13.32,,,,11.78,,,,98.71,,,,,,,930.38,,,,,
90,1,4,2,1,1,1,1,2,1,0,4,1,1,4,1,0,4,3,0,5,3,1,2,2,1,2,2,1,5,2,0,5,5,0,3,2,0,2,4,1,4,4,1,3,3,1,1,1,1,3,3,1,2,3,0,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,4,0,1,1,1,1,1,1,1,1,Sweden,0,0,0,0,1,0,0,Student,1,0,0,0,0,Both API user and developer,1,0,1,1,0,0,,Yes. Poor linguistic design can make instructions ambiguous and unclear.,,1,,988.46,129.88,,,,41.71,,,,28.43,,,,28.68,,,,46.73,,,,50.02,,,,46.14,,,,33.17,,,,17.08,,,,34.56,,,,20.35,,,,43.53,,,,37.07,,,,23.72,,,,29.9,,,,16.96,,,,29.9,,,,29.47,,,,18.39,,,,24.52,,,,24.91,,,,12.56,,,,14.42,,,,16.28,,,,14.35,,,,16.45,,,,33.56,,,,16.65,,,,51.21,,,,,,,57.86,,,,,
93,1,2,2,1,2,2,0,2,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,2,2,0,2,2,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,2,INDIA,0,1,0,0,0,0,0,Software Engineer / Developer,0,0,0,0,API tester,API tester,2,1,0,0,1,0,,"Yes, it'll ",Yes,1,The survey is good and it enhances the understandablity of APIs,2865.69,356.13,,,,106.58,,,,87.74,,,,46.74,,,,155.25,,,,150.45,,,,209.46,,,,105.36,,,,82.19,,,,29.65,,,,223.37,,,,105.4,,,,197.05,,,,180.32,,,,26.21,,,,31.3,,,,37.63,,,,82.65,,,,33.08,,,,111.51,,,,32.84,,,,107.74,,,,35.36,,,,23.46,,,,32.24,,,,37.36,,,,51.51,,,,15.57,,,,78.75,,,,,,,92.79,,,,,
94,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,India ,0,0,0,0,0,0,Software tester,No Match,0,0,0,0,API tester,API tester,1.5,1,0,0,1,0,It is simple and effective to use,"Yes, It does ","Yes, better understanding in readability of APIs creates a better impact on API design practice ",1,No it's good. The question was easy to understand and improves the understanding of API ,686.4,168.25,,,,13.87,,,,12.61,,,,11.03,,,,13.66,,,,8.61,,,,10.41,,,,9.39,,,,10.65,,,,12.27,,,,10.22,,,,8.7,,,,10.09,,,,9.15,,,,8.16,,,,7.49,,,,8.97,,,,8.19,,,,8.17,,,,42.88,,,,11.22,,,,6.42,,,,8.04,,,,8.65,,,,9.16,,,,10.73,,,,9.76,,,,8.79,,,,62.99,,,,,,,157.87,,,,,
95,1,1,2,1,1,2,0,4,1,0,3,5,0,3,2,1,2,1,0,5,2,1,3,2,1,2,1,1,2,2,0,4,2,0,4,2,1,2,2,1,3,5,1,3,2,1,2,2,1,1,1,1,4,5,0,3,2,1,3,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,1,0,2,1,1,2,2,1,3,2,Canada,0,0,0,0,0,1,0,Teaching (Professor),0,0,1,0,0,API user / client developer,9,1,0,0,0,1,Current API design guidelines and practices are vague and not easy to follow and digest. That's one reason why developers tend to avoid them.,"Yes overall, but if developers spend significant time and effort, they can also figure out purpose of an API or endpoint.","Yes, I think.",1,I think it's a very odd question to ask for a participant during a survey!,997.48,85.77,,,,38.15,,,,21.03,,,,16.91,,,,25.22,,,,43.46,,,,62.83,,,,18.89,,,,25.75,,,,16.97,,,,27.9,,,,35.42,,,,22.59,,,,39.19,,,,14.27,,,,21.13,,,,11.55,,,,14.83,,,,13.92,,,,29.12,,,,27.23,,,,11.96,,,,15.83,,,,12.89,,,,11.77,,,,24.27,,,,9.55,,,,29.86,,,,71.13,,,,,,,198.09,,,,,
96,0,4,4,0,4,5,0,3,4,1,3,4,0,5,5,0,4,5,0,5,4,0,5,4,1,4,3,0,4,4,0,4,5,0,4,4,0,4,5,0,5,5,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, Bangladesh,0,0,0,0,1,0,0,Student,0,0,1,0,0,API user / client developer,2,1,0,0,1,0,n/a,Yes,Yes,1,n/a,570.25,56.15,,,,10.3,,,,19.1,,,,13.9,,,,19.64,,,,16.2,,,,11.2,,,,12.59,,,,9.98,,,,15.05,,,,21.86,,,,10.06,,,,21.84,,,,12.8,,,,15.77,,,,24.92,,,,20.12,,,,10.5,,,,16.84,,,,13.1,,,,21.36,,,,18.47,,,,18.67,,,,11.99,,,,12.6,,,,24.91,,,,15.97,,,,43.13,,,,30.37,,,,,,,20.86,,,,,
